Scene,Sentiment
"{Ross} You had no right to tell me you ever had feelings for me. {Rachel} What? {Ross} I was doing great with Julie before I found out about you. {Rachel} Hey, I was doin' great before I found out about you. You think it's easy for me to see you with Julie? {Ross} The point is I... {Ross} I don't need this right now, OK. {Ross} It, it's too late, I'm with somebody else, I'm happy. {Ross} This ship has sailed. {Rachel} Alright, fine, you go ahead and you do that, alright Ross. {Ross} Fine. {Rachel} Cause I don't need your stupid ship. {Ross} Good. {Rachel} Good. ",NEGATIVE
"{Phoebe} Okay, and then this is the coffee house. This is where I play my music. {Vince} Good deal. ",POSTIVE
"{Joey} I don't know. {Joey} But I can see through your sheet. {Joey} Yeah, yeah, that's her. {Joey} But y'know what? {Joey} Doesn't matter, I'm never gonna get to meet her anyway. {Monica} Why? {Joey} Because it's impossible to find her apartment! She lives in some like of hot girl parallel universe, or something. {Monica} What are you talking about?  She obviously lives on the second floor, seventh apartment from the left! {Joey} No. No. No. She lives on the {Monica} No, those first two windows,  that's the lobby. {Monica} And y'know the other one over there, that's the stairway. {Monica} You've been counting wrong. {Joey} I did ",NEUTRAL
"{Rachel} What? Why? Where are you? {Joey} Im still on the set! {Rachel} Joey! The wedding is in less than an hour! {Joey} I know! Im sorry! The guys drunk, they wont let me go until we get this. {Rachel} Oh my God! Im gonna have to find another minister. {Joey} No! No, Im the minister! Alright, look-look, put em both on the phone, Ill marry them right now. {Rachel} Ugh! Joey, I have to go. {Joey} Hey! Dont you hang up on me! Ill marry you and me right now! I have the power! ",NEGATIVE
"{Joey} Hello. {Chandler} Hey, its me. {Chandler} I know you cant stand to be in the same room as me, so I just thought Id try and apologize over the phone. {Joey} Hello. {Chandler} Look I never should have kissed your girlfriend, but Im {Joey} Stop callin!! {Voice} Hey! Hey! Hey! This is 92.3, WXRK, K-Rock for our $1,000 daily challenge. {Joey} All right! {Voice} What is the name of your roommate who is very, very sorry and would do anything ",NEGATIVE
"{Monica} What one? You wanted him to invite you to the party and he did it! {Rachel} Yeah, but he waited until the last minute! {Rachel} So if I said yes, he would know I had nothing better to do than wait around for an invitation to his stupid party. {Rachel} I said, ""No!"" {Rachel} Which puts {Monica} Great. So the ball is in his court? {Rachel} Ball? There is no ball. ",NEGATIVE
"{Joey} Shoot! Shoot! Shoot! Shoot, or just fall down. That's good too. {Lydia} Knick fan? {Joey} Oh, yeah. {Lydia} Oh, boy, do they suck. {Joey} Hey, listen, lady.......whoa. {Lydia} Look, look at your man, Ewing. Nice shot. You know what, he couldn't hit water if he was standing on a boat. {Joey} Oh yeah? And who do you like? {Lydia} The Celtics. {Joey} The Celtics? Ha. They couldn't hit a boat if...wait. They suck, alright? {Lydia} Oh, shut up. You know, it's a rebuilding year. You... waah! {Joey} Wha? Wha..aa? Let me get the father. Hey, we need a father over here! We need a father! {Lydia} There is no father. {Joey} Oh, oh, oh, sorry. {Joey} Oh, uh, ok. Right this way. All the other pregnant women seem to be goin' in here. {Lydia} Ok. ",NEGATIVE
"{Rachel} Well, you might want to tell him it sounds like his wife is  gay. {Ross} She is not  Shes gay. Oh my God. She is {Rachel} Good day for married people huh? {Ross} Im sorry your husband cheated on you. {Rachel} Im sorry your wife is gay. I guess women arent that great either. {Ross} Try telling my wife that. ",NEGATIVE
"{Joey} She really said that? {Ross} Well, I added the 'exactly like me' part... {Ross} But she said she's looking for someone, and someone is gonna be there tonight. {Joey} 'Tonight' tonight? {Ross} Well, I think it's perfect. {Ross} Y'know, it's just gonna be the two of us, she spent all day taking care of my monkey... {Chandler} I can't remember the last time I got a girl to take care of my monkey. {Ross} Anyway, I figured after work I'd go pick up a bottle of wine, go over there and, uh, try to woo her. {Chandler} Hey, y'know what you should do? You should take her back to the 1890's, when that phrase was last used. ",POSTIVE
"{Mona} How could you have kept all of this from me? {Ross} I was going to tell you, but {Dr. Green} But what?! You figured youd get what you wanted and then dump her like you dumped Rachel! {Ross} Hey! I did not dump Rachel!  Nor are we still together.  Can I just  Why dont we just let the machine get that? {Joey} Hey Ross. Its Joey. Theres a hooker over here and we thought maybe youd know something about it. {Ross} No! No! No! No! No! I-I-I-II need to, I need to lie down. ",NEGATIVE
"{Joey} I have actually {Mr. Treeger} : Yeah, well your friends are in violation of it. {Mr. Treeger} Ive been a nice guy up until now, but uh, I dont need this grief. {Mr. Treeger} Im gonna call the landlord and tell him that Monica is illegally subletting here grandmothers apartment. {Mr. Treeger} Your friends are outta here pal. {Joey} Why dont you tell me something I dont know! ",NEGATIVE
"{Monica} So! I'm just an empty vase, huh? {Julio} What? {Monica} Y'know, so I don't read as many important books as you do, and I don't write trick poems that seem to be about one thing but are actually about something else. {Monica} And y'know what, I get excited about stupid stuff, like when I my {Julio} Whoa, whoa, whoa. {Monica} You don't even know me... {Julio} Whoa, whoa, whoa, the poem is not about you. {Monica} What? {Julio} The Empty Vase is not about you. My baby, you make me so sad that you would think this. {Monica} I'm sorry, my friend Phoebe... {Julio} No, it's about all women. Well, all American women. You feel better now? {Monica} Oh yeah. ",NEGATIVE
"{Ross} I'm the holiday armadillo! I'm a friend of Santa's and he sent me here to wish you  a Merry Christmas! {Monica} What happened to Santa, Holiday Armadillo? ",MIXED
"{Joey} Hey Ross, is uh, is Staten Island really an island? {Ross} Uh-huh, that's why they call it Staten {Joey} Ohhh. I thought it was like Long Island. {Ross} Also an island. {Joey} Hey, what time is it? {Ross} 2:17. {Joey} Wow! You realize that we've been throwing this ball, without dropping it, for like an hour? {Ross} Are you serious?! {Joey} Yeah. I realized it about a half-hour ago but I didn't want to say anything 'cause I didn't want to jinx it. {Ross} Wow! We are pretty good at this! Hey! We totally forgot about lunch! {Joey} Oh, I-I, I think that's the first time I ever missed a meal!  Yeah, my pants are a little loose! {Rachel} Hey, you guys {Joey} Hey! ",POSTIVE
"{Chandler} You know, I don't think we brought enough stuff. Did you forget to pack the baby's anvil? {Joey} It's gonna be worth it. {Joey} It's a known fact that women love babies, all right? {Joey} Women love guys who love babies. {Joey} It's that whole sensitive thing. {Joey} Quick, aim him at that pack o' babes over there. {Joey} Maybe one of them will break away. {Joey} No, no wait, for get them, we got one, hard left. {Joey} All right, gimme the baby. {Chandler} No, I got him. {Chandler} Oh, seriously you want him? {Joey} Hello. {Chandler} Well, don't, don't think me immodest, but, me? {Joey} You wanna smell him? {Joey} Oh, yeah. He's got that great baby smell. Get a whiff of his head. {Joey} What'd I tell you? What'd I tell you? {Chandler} Well, we are great guys. ",NEUTRAL
"{Rachel} Chandler, you have an assistant right? {Chandler} Did she call? You-you told her I was sick right? Always tell her I am sick! ",NEGATIVE
"{Ross} Of course he is! {Ross} What, do you think Id just use my son as-as an excuse? {Ross} What kind of father do you think I am? {Monica} All right, sorry. {Ross} I gotta go make a fake Ben. ",POSTIVE
"{Joey} How ya doin'? Welcome. Good to see ya! {Stage Director} This will be your phone. {Joey} That's great. But uh, I'm not really expecting a lot of calls. {Stage Director} No you answer it and take pledges. {Joey} But I'm the host! {Stage Director} No, Gary Collins is the host. You'll be answering the phones. {Joey} You don't seem to understand. See, I was Dr. Drake Remoray. {Stage Director} Well, here's your phone doctor. ",NEUTRAL
"{Joey} God, its gonna so weird like when I come home and youre not here. {Joey} No more Joey and Chans. {Joey} No more J and Cs. {Joey} ""You wanna go over to Joey and Chandlers?"" {Joey} ""Cant, its not there."" {Chandler} Look, Im just gonna be across the hall, we can still do all the same stuff. {Joey} Yeah but we wont be able to like get up in the middle of the night and have those long talks about our feelings and the future. {Chandler} Not once did we do that. {Monica} Hi. {Chandler} Hey! {Joey} Hi. {Monica} So I, I told Rachel it was just gonna be the two of us. {Chandler} Oh yeah? Well, howd she take it? {Monica} Really well. Yeah. Surprisingly well. Yeah, she didnt cry. She wasnt angry or sad. ",NEUTRAL
{Ross} I think the check in is that way. {Rachel} Ahh. ,NEUTRAL
"{Ross} I know I miss you too. I can't wait to see you. I love you. Bye. {Chandler} Okay, what is in here? Rocks? {Ross} No-no, this is my collection of fossil samples. {Chandler} So, rocks. {Ross} I'm really gonna miss this apartment. Y'know, Ben-Ben took his first steps right over there. {Joey} Ohh. Hey, remember when I ran into this thing  and it kinda knocked me out a little? {Ross} I loved this place! To tell you the truth, I wish I didn't have to move. {Joey} Uhh, are you saying that you're not entirely happy about this? {Ross} Well, I mean if uh, if Emily gave me a choice {Joey} You {Ross} Why? {Joey} Hey, you guys! Look what I found in the giiiiiiift shop.  Get up! Get up! Get up! ",MIXED
"{Paul} So Lizzie, are-are-are you planning on staying the night? {Elizabeth} Oh no-no believe me, Im leaving as soon as possible! {Paul} Good. Good. Not that we dont want you to stay, obviously youre welcomeHow much more homework do you have? ",NEUTRAL
"{Monica} We were on the platform, ready to dance the world into the new Millennium, and the guy yelled CUT! {Rachel} Uh, wait, so you guys are telling me you actually did the routine from eighth grade? {Monica} Yeah. But of course we had to update it a little bit.  Hey, by the way, great thinking about catching me! {Rachel} Cos I was gonna say theres no way you couldve done the end the way you guys did it back then! {Monica} What? We could do it! {Ross} I dont know, I mean you were a lot bigger, I mean, stronger back then. {Monica} I can do it, okay? Come on, lets go. {Monica and Ross} 1, 2, 3, 4, 5, 6, 7, 8 {Monica} I cant do it! {Chandler} Now you do that, youre on TV. ",NEGATIVE
"{Monica} I guess I set up the video camera to try and entice Joey. {Joey} But sadly I could not be enticed. {Ross} Unbelievable! I mean you really kept Joey's underwear?! Why? Why would you do that?! {Monica} I'm Monica. I'm disgusting. I stalk guys and keep their underpants. {Joey} Well, I think we've all learned something about who's disgusting and who's not. {Joey} Eh? {Joey} All right, now, I'm going to get back to my bucket. {Joey} I'm only eating the skin, so the chicken's up for grabs. ",NEGATIVE
"{Joey} Will you pick one, just pick one! Here, how about that one? {Chandler} That's patio furniture! {Joey} So what, like people are gonna come in and think, ""Uh-oh, I'm outside again?"" Of course! {Chandler} What about the birds? {Joey} I don't know, birds just don't say, ""Hello, sit here, eat something."" {Chandler} You pick one. {Joey} All right, how about the ladybugs? {Chandler} Oh, so, forget about the birds, but big red insects suggest fine dining! {Joey} Fine, you want to get the birds, get the birds! {Chandler} Not like that, I won't!  Kip would have liked the birds! ",NEGATIVE
"{Phoebe} Wow, I have the spirit of an old Indian women living in mine. {Monica} So then you know? {Phoebe} The mailman was downstairs, so I brought up your mail. {Monica} Oh, good. Thanks. {Phoebe} Now what is Fabutec? {Monica} Okay, all right dont judge me to much. {Monica} Okay? {Monica} Um, but I saw this info-mercial, and um, I swear to you I have never-ever bought anything on TV before, except for this mop. {Monica} But there was this stuff on leg waxing, it just, it looked so amazing.... {Phoebe} Oh, its incredible! I so want to be a Waxine girl. {Monica} I know!! {Phoebe} God. Do think it really doesnt hurt? Cause how can they do that? {Monica} Hello! Organic substances recently discovered in the depths of the rain forest! {Phoebe} They have the best stuff in there. ",POSTIVE
"{Joey} Youve seen my huge stack of porn, right? ",NEUTRAL
"{Chandler} Yes, Fran. {Chandler} I know what time it is, but I'm looking at the WENUS and I'm not happy!... {Chandler} Oh, really, really, really? {Chandler} Well, let me tell you something... you will care about it, because I care about it! {Chandler} You got it? {Chandler} Good! {Chandler} Whooooaaaa.... ",POSTIVE
